vehicle_id,route_id,stop_id,timestamp,ticket_count,capacity,day_type,time_slot,occupancy_percentage,crowd_level
BUS_NGP_072,R_NGP_12,Reshimbagh,05-01-2026 20:59,33,60,Weekday,Evening,55,MEDIUM
BUS_NGP_150,R_NGP_21,MIHAN,31-01-2026 04:07,25,45,Weekend,Night,55,MEDIUM
BUS_NGP_153,R_NGP_21,Wadi,21-01-2026 23:19,12,55,Weekday,Night,21,LOW
BUS_NGP_150,R_NGP_21,Hingna,15-01-2026 20:21,7,60,Weekday,Evening,11,LOW
BUS_NGP_113,R_NGP_03,Sadar,27-01-2026 01:48,2,55,Weekday,Night,3,LOW
BUS_NGP_042,R_NGP_08,Ajni,23-01-2026 22:51,8,55,Weekday,Night,14,LOW
BUS_NGP_058,R_NGP_08,Medical_Square,23-01-2026 18:39,41,60,Weekday,Evening,68,MEDIUM
BUS_NGP_044,R_NGP_03,Sadar,13-01-2026 12:13,26,55,Weekday,Afternoon,47,MEDIUM
BUS_NGP_116,R_NGP_21,Hingna,08-01-2026 10:49,9,50,Weekday,Morning,18,LOW
BUS_NGP_083,R_NGP_12,Reshimbagh,22-01-2026 11:41,14,40,Weekday,Afternoon,35,LOW
BUS_NGP_128,R_NGP_21,Wardha_Road,14-01-2026 21:54,0,40,Weekday,Night,0,LOW
BUS_NGP_064,R_NGP_21,Wadi,03-01-2026 06:43,21,60,Weekend,Morning,35,LOW
BUS_NGP_009,R_NGP_08,Ajni,20-01-2026 14:31,11,45,Weekday,Afternoon,24,LOW
BUS_NGP_179,R_NGP_03,Sitabuldi,05-01-2026 20:31,15,60,Weekday,Evening,25,LOW
BUS_NGP_128,R_NGP_03,Ajni,14-01-2026 21:13,27,40,Weekday,Night,67,MEDIUM
BUS_NGP_122,R_NGP_12,Sitabuldi,28-01-2026 19:46,41,50,Weekday,Evening,82,HIGH
BUS_NGP_151,R_NGP_03,Sadar,20-01-2026 19:21,34,40,Weekday,Evening,85,HIGH
BUS_NGP_123,R_NGP_08,Medical_Square,27-01-2026 22:37,13,45,Weekday,Night,28,LOW
BUS_NGP_033,R_NGP_12,Sitabuldi,20-01-2026 11:28,28,55,Weekday,Afternoon,50,MEDIUM
BUS_NGP_121,R_NGP_21,MIHAN,08-01-2026 20:02,14,60,Weekday,Evening,23,LOW
BUS_NGP_046,R_NGP_12,Sakkardara,09-01-2026 19:38,52,60,Weekday,Evening,86,HIGH
BUS_NGP_130,R_NGP_08,Law_College_Sq,12-01-2026 16:07,9,60,Weekday,Evening,15,LOW
BUS_NGP_145,R_NGP_12,Sitabuldi,15-01-2026 22:56,30,50,Weekday,Night,60,MEDIUM
BUS_NGP_180,R_NGP_12,Reshimbagh,18-01-2026 22:50,4,40,Weekend,Night,10,LOW
BUS_NGP_088,R_NGP_08,Ajni,03-01-2026 13:22,15,60,Weekend,Afternoon,25,LOW
BUS_NGP_056,R_NGP_08,Medical_Square,23-01-2026 00:34,22,45,Weekday,Night,48,MEDIUM
BUS_NGP_041,R_NGP_21,Wardha_Road,28-01-2026 16:40,22,60,Weekday,Evening,36,LOW
BUS_NGP_185,R_NGP_12,Sakkardara,02-01-2026 07:44,13,45,Weekday,Morning,28,LOW
BUS_NGP_049,R_NGP_08,Dharampeth,28-01-2026 09:40,38,50,Weekday,Morning,76,HIGH
BUS_NGP_069,R_NGP_21,Wadi,22-01-2026 22:04,24,45,Weekday,Night,53,MEDIUM
BUS_NGP_036,R_NGP_21,Wardha_Road,25-01-2026 03:18,10,40,Weekend,Night,25,LOW
BUS_NGP_045,R_NGP_12,Manewada,20-01-2026 14:01,5,45,Weekday,Afternoon,11,LOW
BUS_NGP_099,R_NGP_08,Medical_Square,07-01-2026 22:27,1,50,Weekday,Night,2,LOW
BUS_NGP_099,R_NGP_12,Reshimbagh,04-01-2026 18:50,43,45,Weekend,Evening,95,HIGH
BUS_NGP_041,R_NGP_12,Sakkardara,01-01-2026 09:48,51,55,Weekday,Morning,92,HIGH
BUS_NGP_191,R_NGP_21,Wadi,18-01-2026 20:49,13,40,Weekend,Evening,32,LOW
BUS_NGP_069,R_NGP_12,Sakkardara,25-01-2026 08:14,60,60,Weekend,Morning,100,HIGH
BUS_NGP_153,R_NGP_03,Ajni,22-01-2026 18:09,40,50,Weekday,Evening,80,HIGH
BUS_NGP_121,R_NGP_08,Medical_Square,26-01-2026 07:45,30,55,Weekday,Morning,54,MEDIUM
BUS_NGP_063,R_NGP_12,Reshimbagh,23-01-2026 04:04,3,55,Weekday,Night,5,LOW
BUS_NGP_043,R_NGP_12,Manewada,18-01-2026 10:10,29,45,Weekend,Morning,64,MEDIUM
BUS_NGP_141,R_NGP_12,Sakkardara,02-01-2026 17:30,31,55,Weekday,Evening,56,MEDIUM
BUS_NGP_131,R_NGP_12,Reshimbagh,28-01-2026 16:56,16,55,Weekday,Evening,29,LOW
BUS_NGP_068,R_NGP_03,Sitabuldi,02-01-2026 22:28,19,60,Weekday,Night,31,LOW
BUS_NGP_061,R_NGP_21,Wardha_Road,29-01-2026 19:49,45,45,Weekday,Evening,100,HIGH
BUS_NGP_199,R_NGP_21,Hingna,25-01-2026 16:26,41,60,Weekend,Evening,68,MEDIUM
BUS_NGP_114,R_NGP_21,Wadi,11-01-2026 08:07,42,55,Weekend,Morning,76,HIGH
BUS_NGP_198,R_NGP_21,MIHAN,23-01-2026 06:43,17,40,Weekday,Morning,42,MEDIUM
BUS_NGP_007,R_NGP_03,Zero_Mile,30-01-2026 12:16,42,60,Weekday,Afternoon,70,MEDIUM
BUS_NGP_042,R_NGP_12,Sitabuldi,20-01-2026 09:16,34,40,Weekday,Morning,85,HIGH
BUS_NGP_097,R_NGP_03,Zero_Mile,09-01-2026 17:30,15,40,Weekday,Evening,37,LOW
BUS_NGP_189,R_NGP_03,Zero_Mile,14-01-2026 22:30,6,55,Weekday,Night,10,LOW
BUS_NGP_040,R_NGP_08,Ajni,20-01-2026 18:21,29,40,Weekday,Evening,72,MEDIUM
BUS_NGP_123,R_NGP_08,Medical_Square,15-01-2026 04:10,2,45,Weekday,Night,4,LOW
BUS_NGP_026,R_NGP_03,Sadar,05-01-2026 08:16,45,45,Weekday,Morning,100,HIGH
BUS_NGP_051,R_NGP_03,Sitabuldi,10-01-2026 01:21,8,45,Weekend,Night,17,LOW
BUS_NGP_169,R_NGP_08,Medical_Square,28-01-2026 00:00,32,60,Weekday,Night,53,MEDIUM
BUS_NGP_131,R_NGP_03,Sitabuldi,15-01-2026 17:41,30,45,Weekday,Evening,66,MEDIUM
BUS_NGP_093,R_NGP_21,Wardha_Road,11-01-2026 08:08,48,50,Weekend,Morning,96,HIGH
BUS_NGP_144,R_NGP_21,Wadi,04-01-2026 16:18,29,50,Weekend,Evening,57,MEDIUM
BUS_NGP_130,R_NGP_21,Wadi,09-01-2026 11:22,10,50,Weekday,Afternoon,20,LOW
BUS_NGP_068,R_NGP_12,Sitabuldi,21-01-2026 10:44,23,55,Weekday,Morning,41,MEDIUM
BUS_NGP_180,R_NGP_03,Zero_Mile,08-01-2026 17:46,37,60,Weekday,Evening,61,MEDIUM
BUS_NGP_108,R_NGP_21,Hingna,28-01-2026 14:06,31,50,Weekday,Afternoon,62,MEDIUM
BUS_NGP_177,R_NGP_21,Wardha_Road,28-01-2026 00:54,19,55,Weekday,Night,34,LOW
BUS_NGP_184,R_NGP_21,MIHAN,28-01-2026 21:05,19,45,Weekday,Night,42,MEDIUM
BUS_NGP_003,R_NGP_08,Dharampeth,18-01-2026 08:34,43,45,Weekend,Morning,95,HIGH
BUS_NGP_146,R_NGP_12,Sakkardara,14-01-2026 15:21,2,45,Weekday,Afternoon,4,LOW
BUS_NGP_044,R_NGP_21,Wadi,26-01-2026 19:02,29,45,Weekday,Evening,64,MEDIUM
BUS_NGP_079,R_NGP_21,Hingna,02-01-2026 09:33,39,40,Weekday,Morning,97,HIGH
BUS_NGP_177,R_NGP_12,Manewada,26-01-2026 20:38,37,55,Weekday,Evening,67,MEDIUM
BUS_NGP_182,R_NGP_08,Dharampeth,02-01-2026 10:15,0,45,Weekday,Morning,0,LOW
BUS_NGP_099,R_NGP_03,Ajni,05-01-2026 11:43,23,50,Weekday,Afternoon,46,MEDIUM
BUS_NGP_050,R_NGP_03,Zero_Mile,02-01-2026 17:55,6,55,Weekday,Evening,10,LOW
BUS_NGP_142,R_NGP_03,Sitabuldi,16-01-2026 19:33,55,60,Weekday,Evening,91,HIGH
BUS_NGP_091,R_NGP_03,Zero_Mile,14-01-2026 07:10,25,55,Weekday,Morning,45,MEDIUM
BUS_NGP_047,R_NGP_12,Sitabuldi,08-01-2026 13:40,24,45,Weekday,Afternoon,53,MEDIUM
BUS_NGP_048,R_NGP_03,Zero_Mile,08-01-2026 05:51,24,55,Weekday,Night,43,MEDIUM
BUS_NGP_042,R_NGP_08,Dharampeth,23-01-2026 22:12,9,50,Weekday,Night,18,LOW
BUS_NGP_093,R_NGP_12,Sitabuldi,07-01-2026 04:22,31,50,Weekday,Night,62,MEDIUM
BUS_NGP_117,R_NGP_08,Ajni,11-01-2026 03:00,0,55,Weekend,Night,0,LOW
BUS_NGP_111,R_NGP_03,Sitabuldi,10-01-2026 02:18,5,40,Weekend,Night,12,LOW
BUS_NGP_162,R_NGP_08,Law_College_Sq,29-01-2026 14:26,17,60,Weekday,Afternoon,28,LOW
BUS_NGP_120,R_NGP_03,Sitabuldi,08-01-2026 12:12,11,45,Weekday,Afternoon,24,LOW
BUS_NGP_001,R_NGP_08,Law_College_Sq,16-01-2026 10:39,29,45,Weekday,Morning,64,MEDIUM
BUS_NGP_194,R_NGP_12,Manewada,20-01-2026 15:54,35,50,Weekday,Afternoon,70,MEDIUM
BUS_NGP_034,R_NGP_21,Wardha_Road,11-01-2026 03:43,20,45,Weekend,Night,44,MEDIUM
BUS_NGP_179,R_NGP_08,Dharampeth,27-01-2026 03:33,22,55,Weekday,Night,40,MEDIUM
BUS_NGP_200,R_NGP_03,Sadar,18-01-2026 12:54,16,45,Weekend,Afternoon,35,LOW
BUS_NGP_169,R_NGP_12,Manewada,28-01-2026 11:55,0,55,Weekday,Afternoon,0,LOW
BUS_NGP_162,R_NGP_21,Wadi,17-01-2026 13:13,37,55,Weekend,Afternoon,67,MEDIUM
BUS_NGP_138,R_NGP_21,Hingna,01-01-2026 15:08,6,40,Weekday,Afternoon,15,LOW
BUS_NGP_153,R_NGP_12,Sakkardara,30-01-2026 18:48,49,60,Weekday,Evening,81,HIGH
BUS_NGP_151,R_NGP_03,Ajni,19-01-2026 03:24,20,60,Weekday,Night,33,LOW
BUS_NGP_074,R_NGP_03,Sitabuldi,04-01-2026 13:09,24,55,Weekend,Afternoon,43,MEDIUM
BUS_NGP_162,R_NGP_03,Sitabuldi,13-01-2026 08:10,36,55,Weekday,Morning,65,MEDIUM
BUS_NGP_017,R_NGP_12,Sakkardara,30-01-2026 09:22,43,60,Weekday,Morning,71,MEDIUM
BUS_NGP_067,R_NGP_12,Reshimbagh,01-01-2026 05:20,1,50,Weekday,Night,2,LOW
BUS_NGP_136,R_NGP_03,Sadar,30-01-2026 13:50,33,55,Weekday,Afternoon,60,MEDIUM
BUS_NGP_160,R_NGP_08,Ajni,01-01-2026 18:57,48,60,Weekday,Evening,80,HIGH
BUS_NGP_139,R_NGP_21,MIHAN,07-01-2026 05:50,7,55,Weekday,Night,12,LOW
BUS_NGP_086,R_NGP_12,Reshimbagh,13-01-2026 23:42,19,55,Weekday,Night,34,LOW
BUS_NGP_110,R_NGP_03,Sitabuldi,25-01-2026 03:38,19,55,Weekend,Night,34,LOW
BUS_NGP_164,R_NGP_08,Medical_Square,19-01-2026 23:14,20,45,Weekday,Night,44,MEDIUM
BUS_NGP_126,R_NGP_12,Sitabuldi,09-01-2026 08:31,36,50,Weekday,Morning,72,MEDIUM
BUS_NGP_196,R_NGP_03,Ajni,24-01-2026 09:38,45,45,Weekend,Morning,100,HIGH
BUS_NGP_197,R_NGP_08,Dharampeth,10-01-2026 21:52,12,55,Weekend,Night,21,LOW
BUS_NGP_166,R_NGP_12,Reshimbagh,12-01-2026 07:39,10,55,Weekday,Morning,18,LOW
BUS_NGP_195,R_NGP_08,Dharampeth,03-01-2026 05:57,3,40,Weekend,Night,7,LOW
BUS_NGP_109,R_NGP_03,Sitabuldi,23-01-2026 15:02,11,55,Weekday,Afternoon,20,LOW
BUS_NGP_177,R_NGP_08,Law_College_Sq,27-01-2026 21:21,6,40,Weekday,Night,15,LOW
BUS_NGP_056,R_NGP_08,Medical_Square,09-01-2026 20:56,25,60,Weekday,Evening,41,MEDIUM
BUS_NGP_093,R_NGP_12,Sitabuldi,14-01-2026 09:34,45,55,Weekday,Morning,81,HIGH
BUS_NGP_128,R_NGP_03,Ajni,15-01-2026 11:24,8,40,Weekday,Afternoon,20,LOW
BUS_NGP_173,R_NGP_08,Dharampeth,20-01-2026 03:45,1,45,Weekday,Night,2,LOW
BUS_NGP_096,R_NGP_21,MIHAN,03-01-2026 17:20,2,50,Weekend,Evening,4,LOW
BUS_NGP_009,R_NGP_03,Sadar,21-01-2026 21:51,20,40,Weekday,Night,50,MEDIUM
BUS_NGP_084,R_NGP_21,MIHAN,02-01-2026 11:34,16,40,Weekday,Afternoon,40,MEDIUM
BUS_NGP_187,R_NGP_03,Zero_Mile,26-01-2026 19:18,37,40,Weekday,Evening,92,HIGH
BUS_NGP_062,R_NGP_08,Ajni,03-01-2026 09:36,35,40,Weekend,Morning,87,HIGH
BUS_NGP_189,R_NGP_03,Sadar,27-01-2026 20:18,26,45,Weekday,Evening,57,MEDIUM
BUS_NGP_123,R_NGP_03,Sadar,07-01-2026 19:38,54,55,Weekday,Evening,98,HIGH
BUS_NGP_144,R_NGP_21,MIHAN,17-01-2026 09:10,36,40,Weekend,Morning,90,HIGH
BUS_NGP_148,R_NGP_08,Law_College_Sq,17-01-2026 10:58,28,55,Weekend,Morning,50,MEDIUM
BUS_NGP_082,R_NGP_08,Dharampeth,09-01-2026 16:26,4,50,Weekday,Evening,8,LOW
BUS_NGP_137,R_NGP_08,Medical_Square,13-01-2026 05:58,2,40,Weekday,Night,5,LOW
BUS_NGP_136,R_NGP_12,Sitabuldi,16-01-2026 18:48,26,40,Weekday,Evening,65,MEDIUM
BUS_NGP_067,R_NGP_12,Sitabuldi,18-01-2026 23:09,35,60,Weekend,Night,58,MEDIUM
BUS_NGP_006,R_NGP_12,Sakkardara,08-01-2026 17:33,22,60,Weekday,Evening,36,LOW
BUS_NGP_144,R_NGP_03,Zero_Mile,04-01-2026 19:28,38,50,Weekend,Evening,76,HIGH
BUS_NGP_148,R_NGP_08,Ajni,28-01-2026 17:01,0,50,Weekday,Evening,0,LOW
BUS_NGP_115,R_NGP_12,Manewada,21-01-2026 17:07,32,50,Weekday,Evening,64,MEDIUM
BUS_NGP_013,R_NGP_03,Ajni,16-01-2026 18:33,37,55,Weekday,Evening,67,MEDIUM
BUS_NGP_084,R_NGP_21,Wardha_Road,26-01-2026 18:29,26,40,Weekday,Evening,65,MEDIUM
BUS_NGP_105,R_NGP_03,Sadar,30-01-2026 03:19,10,55,Weekday,Night,18,LOW
BUS_NGP_015,R_NGP_03,Ajni,02-01-2026 17:42,2,50,Weekday,Evening,4,LOW
BUS_NGP_141,R_NGP_08,Ajni,28-01-2026 06:32,29,45,Weekday,Morning,64,MEDIUM
BUS_NGP_034,R_NGP_08,Medical_Square,16-01-2026 06:52,35,50,Weekday,Morning,70,MEDIUM
BUS_NGP_064,R_NGP_08,Law_College_Sq,02-01-2026 04:12,13,60,Weekday,Night,21,LOW
BUS_NGP_039,R_NGP_21,MIHAN,20-01-2026 18:23,34,45,Weekday,Evening,75,HIGH
BUS_NGP_103,R_NGP_03,Ajni,30-01-2026 05:12,23,40,Weekday,Night,57,MEDIUM
BUS_NGP_034,R_NGP_03,Zero_Mile,06-01-2026 02:16,23,60,Weekday,Night,38,LOW
BUS_NGP_012,R_NGP_12,Sitabuldi,07-01-2026 07:32,24,50,Weekday,Morning,48,MEDIUM
BUS_NGP_198,R_NGP_08,Medical_Square,17-01-2026 16:24,14,55,Weekend,Evening,25,LOW
BUS_NGP_145,R_NGP_21,Hingna,06-01-2026 02:03,6,50,Weekday,Night,12,LOW
BUS_NGP_085,R_NGP_03,Ajni,29-01-2026 18:08,55,60,Weekday,Evening,91,HIGH
BUS_NGP_019,R_NGP_08,Dharampeth,20-01-2026 13:07,20,40,Weekday,Afternoon,50,MEDIUM
BUS_NGP_119,R_NGP_08,Law_College_Sq,29-01-2026 11:48,15,50,Weekday,Afternoon,30,LOW
BUS_NGP_075,R_NGP_12,Sitabuldi,05-01-2026 03:57,27,45,Weekday,Night,60,MEDIUM
BUS_NGP_158,R_NGP_03,Sitabuldi,29-01-2026 10:23,4,50,Weekday,Morning,8,LOW
BUS_NGP_092,R_NGP_21,Hingna,07-01-2026 18:32,44,55,Weekday,Evening,80,HIGH
BUS_NGP_033,R_NGP_08,Law_College_Sq,15-01-2026 12:42,42,60,Weekday,Afternoon,70,MEDIUM
BUS_NGP_135,R_NGP_03,Sitabuldi,14-01-2026 06:01,16,50,Weekday,Morning,32,LOW
BUS_NGP_158,R_NGP_03,Sadar,25-01-2026 19:04,49,60,Weekend,Evening,81,HIGH
BUS_NGP_068,R_NGP_12,Reshimbagh,19-01-2026 11:48,16,40,Weekday,Afternoon,40,MEDIUM
BUS_NGP_132,R_NGP_21,MIHAN,14-01-2026 05:49,3,55,Weekday,Night,5,LOW
BUS_NGP_143,R_NGP_12,Sakkardara,13-01-2026 12:46,26,60,Weekday,Afternoon,43,MEDIUM
BUS_NGP_083,R_NGP_08,Law_College_Sq,17-01-2026 17:20,1,50,Weekend,Evening,2,LOW
BUS_NGP_080,R_NGP_21,Wardha_Road,06-01-2026 14:09,33,60,Weekday,Afternoon,55,MEDIUM
BUS_NGP_072,R_NGP_12,Manewada,10-01-2026 08:39,36,50,Weekend,Morning,72,MEDIUM
BUS_NGP_020,R_NGP_03,Sitabuldi,26-01-2026 10:15,22,50,Weekday,Morning,44,MEDIUM
BUS_NGP_163,R_NGP_03,Zero_Mile,07-01-2026 16:48,9,55,Weekday,Evening,16,LOW
BUS_NGP_018,R_NGP_12,Manewada,15-01-2026 11:42,39,60,Weekday,Afternoon,65,MEDIUM
BUS_NGP_073,R_NGP_03,Ajni,04-01-2026 08:02,48,55,Weekend,Morning,87,HIGH
BUS_NGP_195,R_NGP_21,Hingna,10-01-2026 13:11,5,60,Weekend,Afternoon,8,LOW
BUS_NGP_060,R_NGP_03,Sitabuldi,16-01-2026 13:21,16,50,Weekday,Afternoon,32,LOW
BUS_NGP_042,R_NGP_12,Sakkardara,27-01-2026 11:12,33,50,Weekday,Afternoon,66,MEDIUM
BUS_NGP_096,R_NGP_03,Sadar,10-01-2026 10:10,12,45,Weekend,Morning,26,LOW
BUS_NGP_191,R_NGP_08,Ajni,06-01-2026 01:52,31,55,Weekday,Night,56,MEDIUM
BUS_NGP_197,R_NGP_12,Sakkardara,21-01-2026 17:50,35,50,Weekday,Evening,70,MEDIUM
BUS_NGP_151,R_NGP_21,Wardha_Road,13-01-2026 10:38,1,40,Weekday,Morning,2,LOW
BUS_NGP_134,R_NGP_12,Reshimbagh,22-01-2026 09:24,33,45,Weekday,Morning,73,MEDIUM
BUS_NGP_153,R_NGP_03,Zero_Mile,26-01-2026 10:10,3,55,Weekday,Morning,5,LOW
BUS_NGP_187,R_NGP_08,Ajni,01-01-2026 08:50,50,55,Weekday,Morning,90,HIGH
BUS_NGP_058,R_NGP_12,Manewada,20-01-2026 03:52,8,40,Weekday,Night,20,LOW
BUS_NGP_102,R_NGP_08,Ajni,18-01-2026 05:58,38,55,Weekend,Night,69,MEDIUM
BUS_NGP_095,R_NGP_08,Medical_Square,18-01-2026 20:39,11,40,Weekend,Evening,27,LOW
BUS_NGP_108,R_NGP_12,Sitabuldi,29-01-2026 19:53,54,60,Weekday,Evening,90,HIGH
BUS_NGP_002,R_NGP_12,Manewada,24-01-2026 01:18,2,40,Weekend,Night,5,LOW
BUS_NGP_013,R_NGP_21,Hingna,25-01-2026 16:31,27,50,Weekend,Evening,54,MEDIUM
BUS_NGP_190,R_NGP_03,Sitabuldi,09-01-2026 23:48,1,40,Weekday,Night,2,LOW
BUS_NGP_114,R_NGP_12,Sakkardara,22-01-2026 06:25,22,40,Weekday,Morning,55,MEDIUM
BUS_NGP_078,R_NGP_12,Reshimbagh,14-01-2026 07:38,6,40,Weekday,Morning,15,LOW
BUS_NGP_027,R_NGP_08,Law_College_Sq,08-01-2026 07:39,11,40,Weekday,Morning,27,LOW
BUS_NGP_108,R_NGP_21,Wardha_Road,06-01-2026 16:22,16,45,Weekday,Evening,35,LOW
BUS_NGP_137,R_NGP_08,Law_College_Sq,03-01-2026 08:40,40,40,Weekend,Morning,100,HIGH
BUS_NGP_167,R_NGP_08,Law_College_Sq,17-01-2026 16:27,5,60,Weekend,Evening,8,LOW
BUS_NGP_079,R_NGP_08,Dharampeth,25-01-2026 20:35,12,60,Weekend,Evening,20,LOW
BUS_NGP_162,R_NGP_03,Zero_Mile,09-01-2026 09:51,54,60,Weekday,Morning,90,HIGH
BUS_NGP_090,R_NGP_21,Hingna,12-01-2026 20:20,15,45,Weekday,Evening,33,LOW
BUS_NGP_183,R_NGP_21,Hingna,31-01-2026 02:49,17,50,Weekend,Night,34,LOW
BUS_NGP_187,R_NGP_03,Sitabuldi,26-01-2026 00:13,8,55,Weekday,Night,14,LOW
BUS_NGP_021,R_NGP_12,Manewada,09-01-2026 14:38,10,50,Weekday,Afternoon,20,LOW
BUS_NGP_163,R_NGP_03,Sitabuldi,12-01-2026 23:41,11,50,Weekday,Night,22,LOW
BUS_NGP_003,R_NGP_08,Dharampeth,01-01-2026 18:18,27,40,Weekday,Evening,67,MEDIUM
BUS_NGP_129,R_NGP_12,Sakkardara,03-01-2026 19:06,39,50,Weekend,Evening,78,HIGH
BUS_NGP_068,R_NGP_21,Wadi,23-01-2026 21:57,8,50,Weekday,Night,16,LOW
BUS_NGP_089,R_NGP_12,Sitabuldi,08-01-2026 12:01,31,55,Weekday,Afternoon,56,MEDIUM
BUS_NGP_049,R_NGP_08,Law_College_Sq,08-01-2026 02:02,16,50,Weekday,Night,32,LOW
BUS_NGP_038,R_NGP_03,Sadar,02-01-2026 02:17,16,40,Weekday,Night,40,MEDIUM
BUS_NGP_030,R_NGP_03,Zero_Mile,27-01-2026 11:05,36,55,Weekday,Afternoon,65,MEDIUM
BUS_NGP_099,R_NGP_12,Manewada,30-01-2026 10:07,22,55,Weekday,Morning,40,MEDIUM
BUS_NGP_137,R_NGP_08,Dharampeth,09-01-2026 08:36,32,40,Weekday,Morning,80,HIGH
BUS_NGP_174,R_NGP_03,Sadar,08-01-2026 12:05,23,45,Weekday,Afternoon,51,MEDIUM
BUS_NGP_045,R_NGP_08,Dharampeth,14-01-2026 10:17,17,60,Weekday,Morning,28,LOW
BUS_NGP_046,R_NGP_08,Law_College_Sq,25-01-2026 13:21,11,55,Weekend,Afternoon,20,LOW
BUS_NGP_058,R_NGP_12,Sitabuldi,22-01-2026 10:39,5,45,Weekday,Morning,11,LOW
BUS_NGP_025,R_NGP_21,Wadi,17-01-2026 04:06,16,45,Weekend,Night,35,LOW
BUS_NGP_012,R_NGP_08,Ajni,30-01-2026 07:25,32,50,Weekday,Morning,64,MEDIUM
BUS_NGP_032,R_NGP_08,Medical_Square,12-01-2026 18:59,43,45,Weekday,Evening,95,HIGH
BUS_NGP_018,R_NGP_08,Law_College_Sq,18-01-2026 08:52,39,40,Weekend,Morning,97,HIGH
BUS_NGP_034,R_NGP_08,Law_College_Sq,28-01-2026 14:10,7,55,Weekday,Afternoon,12,LOW
BUS_NGP_136,R_NGP_12,Manewada,27-01-2026 09:54,53,55,Weekday,Morning,96,HIGH
BUS_NGP_023,R_NGP_21,Wadi,01-01-2026 09:58,26,40,Weekday,Morning,65,MEDIUM
BUS_NGP_124,R_NGP_21,Wadi,17-01-2026 23:39,33,55,Weekend,Night,60,MEDIUM
BUS_NGP_013,R_NGP_08,Dharampeth,02-01-2026 22:16,24,40,Weekday,Night,60,MEDIUM
BUS_NGP_091,R_NGP_08,Dharampeth,13-01-2026 06:57,30,55,Weekday,Morning,54,MEDIUM
BUS_NGP_196,R_NGP_08,Law_College_Sq,28-01-2026 10:05,24,55,Weekday,Morning,43,MEDIUM
BUS_NGP_160,R_NGP_12,Sitabuldi,24-01-2026 15:55,13,60,Weekend,Afternoon,21,LOW
BUS_NGP_200,R_NGP_12,Manewada,13-01-2026 18:37,32,45,Weekday,Evening,71,MEDIUM
BUS_NGP_167,R_NGP_12,Sakkardara,22-01-2026 16:52,6,45,Weekday,Evening,13,LOW
BUS_NGP_141,R_NGP_08,Law_College_Sq,24-01-2026 21:16,5,50,Weekend,Night,10,LOW
BUS_NGP_136,R_NGP_08,Ajni,26-01-2026 16:55,8,40,Weekday,Evening,20,LOW
BUS_NGP_200,R_NGP_08,Law_College_Sq,27-01-2026 04:26,35,50,Weekday,Night,70,MEDIUM
BUS_NGP_114,R_NGP_03,Sadar,21-01-2026 08:14,35,45,Weekday,Morning,77,HIGH
BUS_NGP_156,R_NGP_12,Sitabuldi,03-01-2026 17:03,11,55,Weekend,Evening,20,LOW
BUS_NGP_133,R_NGP_08,Law_College_Sq,29-01-2026 05:17,5,45,Weekday,Night,11,LOW
BUS_NGP_045,R_NGP_03,Sadar,27-01-2026 05:29,15,45,Weekday,Night,33,LOW
BUS_NGP_076,R_NGP_21,Wardha_Road,02-01-2026 13:37,32,50,Weekday,Afternoon,64,MEDIUM
BUS_NGP_112,R_NGP_03,Ajni,29-01-2026 20:58,19,45,Weekday,Evening,42,MEDIUM
BUS_NGP_121,R_NGP_03,Sadar,26-01-2026 18:06,32,50,Weekday,Evening,64,MEDIUM
BUS_NGP_121,R_NGP_12,Manewada,06-01-2026 09:32,50,60,Weekday,Morning,83,HIGH
BUS_NGP_025,R_NGP_03,Sadar,29-01-2026 23:30,23,40,Weekday,Night,57,MEDIUM
BUS_NGP_043,R_NGP_08,Law_College_Sq,11-01-2026 00:57,34,50,Weekend,Night,68,MEDIUM
BUS_NGP_031,R_NGP_21,Wadi,15-01-2026 00:13,18,45,Weekday,Night,40,MEDIUM
BUS_NGP_048,R_NGP_21,MIHAN,06-01-2026 13:58,23,55,Weekday,Afternoon,41,MEDIUM
BUS_NGP_156,R_NGP_12,Sakkardara,19-01-2026 13:55,13,45,Weekday,Afternoon,28,LOW
BUS_NGP_126,R_NGP_21,Hingna,20-01-2026 06:20,27,45,Weekday,Morning,60,MEDIUM
BUS_NGP_140,R_NGP_12,Manewada,08-01-2026 07:24,33,60,Weekday,Morning,55,MEDIUM
BUS_NGP_011,R_NGP_03,Sitabuldi,29-01-2026 09:41,36,50,Weekday,Morning,72,MEDIUM
BUS_NGP_050,R_NGP_08,Medical_Square,08-01-2026 22:38,23,60,Weekday,Night,38,LOW
BUS_NGP_071,R_NGP_03,Zero_Mile,26-01-2026 13:45,22,50,Weekday,Afternoon,44,MEDIUM
BUS_NGP_173,R_NGP_21,Wardha_Road,25-01-2026 10:19,16,60,Weekend,Morning,26,LOW
BUS_NGP_129,R_NGP_21,Wadi,19-01-2026 14:07,11,60,Weekday,Afternoon,18,LOW
BUS_NGP_140,R_NGP_12,Sitabuldi,26-01-2026 09:58,33,40,Weekday,Morning,82,HIGH
BUS_NGP_126,R_NGP_03,Ajni,10-01-2026 20:12,18,50,Weekend,Evening,36,LOW
BUS_NGP_015,R_NGP_03,Zero_Mile,23-01-2026 06:14,9,50,Weekday,Morning,18,LOW
BUS_NGP_013,R_NGP_12,Sakkardara,15-01-2026 13:05,6,45,Weekday,Afternoon,13,LOW
